Mean_FPR,Mean_TPR
0.0,0.0
0.010101010101010102,0.14779411764705883
0.020202020202020204,0.15485294117647058
0.030303030303030304,0.16669117647058826
0.04040404040404041,0.16794117647058826
0.05050505050505051,0.17272058823529413
0.06060606060606061,0.2111029411764706
0.07070707070707072,0.2534558823529412
0.08080808080808081,0.2593382352941177
0.09090909090909091,0.27625
0.10101010101010102,0.28117647058823525
0.11111111111111112,0.28860294117647056
0.12121212121212122,0.34875
0.13131313131313133,0.3781617647058824
0.14141414141414144,0.3781617647058824
0.15151515151515152,0.3828676470588236
0.16161616161616163,0.3828676470588236
0.17171717171717174,0.3985294117647059
0.18181818181818182,0.49676470588235294
0.19191919191919193,0.5061764705882352
0.20202020202020204,0.5108823529411765
0.21212121212121213,0.5121323529411764
0.22222222222222224,0.5133088235294118
0.23232323232323235,0.5193382352941176
0.24242424242424243,0.5527205882352941
0.25252525252525254,0.584485294117647
0.26262626262626265,0.5915441176470588
0.27272727272727276,0.5927941176470589
0.2828282828282829,0.5975735294117648
0.29292929292929293,0.5987500000000001
0.30303030303030304,0.6607352941176472
0.31313131313131315,0.6666911764705883
0.32323232323232326,0.6691911764705882
0.33333333333333337,0.6738970588235293
0.3434343434343435,0.6750735294117647
0.3535353535353536,0.6886029411764706
0.36363636363636365,0.7027205882352942
0.37373737373737376,0.7039705882352941
0.38383838383838387,0.7098529411764706
0.393939393939394,0.7310294117647059
0.4040404040404041,0.7310294117647059
0.4141414141414142,0.7650735294117647
0.42424242424242425,0.7650735294117647
0.43434343434343436,0.7650735294117647
0.4444444444444445,0.7709558823529411
0.4545454545454546,0.7709558823529411
0.4646464646464647,0.7734558823529412
0.4747474747474748,0.7994117647058823
0.48484848484848486,0.8030882352941175
0.494949494949495,0.8066176470588233
0.5050505050505051,0.8125
0.5151515151515152,0.8136764705882353
0.5252525252525253,0.8160294117647059
0.5353535353535354,0.8184558823529413
0.5454545454545455,0.826764705882353
0.5555555555555556,0.8279411764705882
0.5656565656565657,0.8514705882352942
0.5757575757575758,0.8573529411764707
0.5858585858585859,0.8672058823529412
0.595959595959596,0.8794117647058822
0.6060606060606061,0.8794117647058822
0.6161616161616162,0.8805882352941176
0.6262626262626263,0.9064705882352941
0.6363636363636365,0.9064705882352941
0.6464646464646465,0.9064705882352941
0.6565656565656566,0.9111764705882353
0.6666666666666667,0.9111764705882353
0.6767676767676768,0.9111764705882353
0.686868686868687,0.9111764705882353
0.696969696969697,0.9170588235294117
0.7070707070707072,0.9402205882352941
0.7171717171717172,0.9472794117647059
0.7272727272727273,0.9508823529411765
0.7373737373737375,0.9532352941176472
0.7474747474747475,0.9591176470588236
0.7575757575757577,0.9591176470588236
0.7676767676767677,0.9778676470588236
0.7777777777777778,0.9791176470588235
0.787878787878788,0.9791176470588235
0.797979797979798,0.9791176470588235
0.8080808080808082,0.9791176470588235
0.8181818181818182,0.9791176470588235
0.8282828282828284,0.9803676470588236
0.8383838383838385,0.9803676470588236
0.8484848484848485,0.9803676470588236
0.8585858585858587,0.9803676470588236
0.8686868686868687,0.9803676470588236
0.8787878787878789,0.9803676470588236
0.888888888888889,0.9941176470588236
0.8989898989898991,0.9941176470588236
0.9090909090909092,0.9941176470588236
0.9191919191919192,0.9941176470588236
0.9292929292929294,0.9941176470588236
0.9393939393939394,0.9941176470588236
0.9494949494949496,0.9941176470588236
0.9595959595959597,0.9941176470588236
0.9696969696969697,0.9941176470588236
0.9797979797979799,0.9941176470588236
0.98989898989899,0.9941176470588236
1.0,1.0
